Code1|Code2|Code3|County Name/State Abbreviation|Year|Labor Force|Employed|Unemployed|Unemployment (%)
CN2000700000000|20|007|Barber County, KS|2016|2,525     |2,422     |103     |4.1     
CN2000900000000|20|009|Barton County, KS|2016|14,037     |13,373     |664     |4.7     
CN2001100000000|20|011|Bourbon County, KS|2016|7,125     |6,764     |361     |5.1     
CN2001300000000|20|013|Brown County, KS|2016|5,168     |4,969     |199     |3.9     
CN2001500000000|20|015|Butler County, KS|2016|31,877     |30,497     |1,380     |4.3     
CN2001700000000|20|017|Chase County, KS|2016|1,399     |1,347     |52     |3.7     
CN2001900000000|20|019|Chautauqua County, KS|2016|1,520     |1,436     |84     |5.5     
CN2002100000000|20|021|Cherokee County, KS|2016|10,300     |9,823     |477     |4.6     
CN2002300000000|20|023|Cheyenne County, KS|2016|1,343     |1,304     |39     |2.9     
CN2002500000000|20|025|Clark County, KS|2016|1,125     |1,092     |33     |2.9     
CN2002700000000|20|027|Clay County, KS|2016|3,998     |3,818     |180     |4.5     
CN2002900000000|20|029|Cloud County, KS|2016|4,121     |3,935     |186     |4.5     
CN2003100000000|20|031|Coffey County, KS|2016|4,471     |4,191     |280     |6.3     
CN2003300000000|20|033|Comanche County, KS|2016|954     |922     |32     |3.4     
CN2003500000000|20|035|Cowley County, KS|2016|17,024     |16,244     |780     |4.6     
CN2003700000000|20|037|Crawford County, KS|2016|18,958     |18,017     |941     |5.0     
CN2003900000000|20|039|Decatur County, KS|2016|1,318     |1,263     |55     |4.2     
CN2004100000000|20|041|Dickinson County, KS|2016|9,309     |8,880     |429     |4.6     
CN2004300000000|20|043|Doniphan County, KS|2016|4,280     |4,105     |175     |4.1     
CN2004500000000|20|045|Douglas County, KS|2016|65,556     |63,205     |2,351     |3.6     
CN2004700000000|20|047|Edwards County, KS|2016|1,664     |1,612     |52     |3.1     
CN2004900000000|20|049|Elk County, KS|2016|1,212     |1,148     |64     |5.3     
CN2005100000000|20|051|Ellis County, KS|2016|17,130     |16,586     |544     |3.2     
CN2005300000000|20|053|Ellsworth County, KS|2016|2,803     |2,685     |118     |4.2     
CN2005500000000|20|055|Finney County, KS|2016|20,285     |19,637     |648     |3.2     
CN2005700000000|20|057|Ford County, KS|2016|18,043     |17,450     |593     |3.3     
CN2005900000000|20|059|Franklin County, KS|2016|14,231     |13,616     |615     |4.3     
CN2006100000000|20|061|Geary County, KS|2016|12,295     |11,580     |715     |5.8     
CN2006300000000|20|063|Gove County, KS|2016|1,470     |1,432     |38     |2.6     
CN2006500000000|20|065|Graham County, KS|2016|1,207     |1,147     |60     |5.0     
CN2006700000000|20|067|Grant County, KS|2016|3,797     |3,654     |143     |3.8     
CN2006900000000|20|069|Gray County, KS|2016|3,422     |3,342     |80     |2.3     
CN2007100000000|20|071|Greeley County, KS|2016|913     |892     |21     |2.3     
CN2007300000000|20|073|Greenwood County, KS|2016|3,303     |3,132     |171     |5.2     
CN2007500000000|20|075|Hamilton County, KS|2016|1,602     |1,559     |43     |2.7     
CN2007700000000|20|077|Harper County, KS|2016|2,849     |2,739     |110     |3.9     
CN2007900000000|20|079|Harvey County, KS|2016|17,183     |16,431     |752     |4.4     
CN2008100000000|20|081|Haskell County, KS|2016|2,309     |2,247     |62     |2.7     
CN2008300000000|20|083|Hodgeman County, KS|2016|1,030     |1,000     |30     |2.9     
CN2008500000000|20|085|Jackson County, KS|2016|7,229     |6,970     |259     |3.6     
CN2008700000000|20|087|Jefferson County, KS|2016|10,160     |9,748     |412     |4.1     
CN2008900000000|20|089|Jewell County, KS|2016|1,347     |1,284     |63     |4.7     
CN2009100000000|20|091|Johnson County, KS|2016|325,758     |314,887     |10,871     |3.3     
CN2009300000000|20|093|Kearny County, KS|2016|2,088     |2,019     |69     |3.3     
CN2009500000000|20|095|Kingman County, KS|2016|3,612     |3,443     |169     |4.7     
CN2009700000000|20|097|Kiowa County, KS|2016|1,455     |1,413     |42     |2.9     
CN2009900000000|20|099|Labette County, KS|2016|10,747     |10,138     |609     |5.7     
CN2010100000000|20|101|Lane County, KS|2016|826     |798     |28     |3.4     
CN2010300000000|20|103|Leavenworth County, KS|2016|35,390     |33,818     |1,572     |4.4     
CN2010500000000|20|105|Lincoln County, KS|2016|1,746     |1,680     |66     |3.8     
CN2010700000000|20|107|Linn County, KS|2016|4,337     |4,045     |292     |6.7     
CN2010900000000|20|109|Logan County, KS|2016|1,706     |1,659     |47     |2.8     
CN2011100000000|20|111|Lyon County, KS|2016|16,927     |16,217     |710     |4.2     
CN2011300000000|20|113|McPherson County, KS|2016|16,446     |15,909     |537     |3.3     
CN2011500000000|20|115|Marion County, KS|2016|6,050     |5,792     |258     |4.3     
CN2011700000000|20|117|Marshall County, KS|2016|5,599     |5,420     |179     |3.2     
CN2011900000000|20|119|Meade County, KS|2016|2,381     |2,313     |68     |2.9     
CN2012100000000|20|121|Miami County, KS|2016|16,808     |16,087     |721     |4.3     
CN2012300000000|20|123|Mitchell County, KS|2016|3,660     |3,530     |130     |3.6     
CN2012500000000|20|125|Montgomery County, KS|2016|15,884     |14,866     |1,018     |6.4     
CN2012700000000|20|127|Morris County, KS|2016|3,099     |2,973     |126     |4.1     
CN2012900000000|20|129|Morton County, KS|2016|1,376     |1,319     |57     |4.1     
CN2013100000000|20|131|Nemaha County, KS|2016|5,931     |5,765     |166     |2.8     
CN2013300000000|20|133|Neosho County, KS|2016|6,108     |5,648     |460     |7.5     
CN2013500000000|20|135|Ness County, KS|2016|1,415     |1,361     |54     |3.8     
CN2013700000000|20|137|Norton County, KS|2016|2,887     |2,812     |75     |2.6     
CN2013900000000|20|139|Osage County, KS|2016|8,005     |7,635     |370     |4.6     
CN2014100000000|20|141|Osborne County, KS|2016|2,078     |2,002     |76     |3.7     
CN2014300000000|20|143|Ottawa County, KS|2016|3,190     |3,063     |127     |4.0     
CN2014500000000|20|145|Pawnee County, KS|2016|3,203     |3,088     |115     |3.6     
CN2014700000000|20|147|Phillips County, KS|2016|2,876     |2,783     |93     |3.2     
CN2014900000000|20|149|Pottawatomie County, KS|2016|12,317     |11,885     |432     |3.5     
CN2015100000000|20|151|Pratt County, KS|2016|5,071     |4,853     |218     |4.3     
CN2015300000000|20|153|Rawlins County, KS|2016|1,518     |1,478     |40     |2.6     
CN2015500000000|20|155|Reno County, KS|2016|30,107     |28,735     |1,372     |4.6     
CN2015700000000|20|157|Republic County, KS|2016|2,552     |2,478     |74     |2.9     
CN2015900000000|20|159|Rice County, KS|2016|5,345     |5,123     |222     |4.2     
CN2016100000000|20|161|Riley County, KS|2016|36,884     |35,657     |1,227     |3.3     
CN2016300000000|20|163|Rooks County, KS|2016|2,683     |2,543     |140     |5.2     
CN2016500000000|20|165|Rush County, KS|2016|1,749     |1,675     |74     |4.2     
CN2016700000000|20|167|Russell County, KS|2016|3,557     |3,397     |160     |4.5     
CN2016900000000|20|169|Saline County, KS|2016|30,819     |29,654     |1,165     |3.8     
CN2017100000000|20|171|Scott County, KS|2016|2,879     |2,805     |74     |2.6     
CN2017300000000|20|173|Sedgwick County, KS|2016|245,673     |233,914     |11,759     |4.8     
CN2017500000000|20|175|Seward County, KS|2016|10,228     |9,757     |471     |4.6     
CN2017700000000|20|177|Shawnee County, KS|2016|91,289     |87,522     |3,767     |4.1     
CN2017900000000|20|179|Sheridan County, KS|2016|1,448     |1,411     |37     |2.6     
CN2018100000000|20|181|Sherman County, KS|2016|2,952     |2,850     |102     |3.5     
CN2018300000000|20|183|Smith County, KS|2016|2,035     |1,963     |72     |3.5     
CN2018500000000|20|185|Stafford County, KS|2016|2,087     |2,002     |85     |4.1     
CN2018700000000|20|187|Stanton County, KS|2016|1,047     |1,015     |32     |3.1     
CN2018900000000|20|189|Stevens County, KS|2016|2,885     |2,758     |127     |4.4     
CN2019100000000|20|191|Sumner County, KS|2016|10,994     |10,507     |487     |4.4     
CN2019300000000|20|193|Thomas County, KS|2016|4,320     |4,194     |126     |2.9     
CN2019500000000|20|195|Trego County, KS|2016|1,511     |1,448     |63     |4.2     
CN2019700000000|20|197|Wabaunsee County, KS|2016|3,712     |3,572     |140     |3.8     
CN2019900000000|20|199|Wallace County, KS|2016|864     |839     |25     |2.9     
CN2020100000000|20|201|Washington County, KS|2016|3,085     |2,976     |109     |3.5     
CN2020300000000|20|203|Wichita County, KS|2016|1,212     |1,182     |30     |2.5     
CN2020500000000|20|205|Wilson County, KS|2016|4,152     |3,885     |267     |6.4     
CN2020700000000|20|207|Woodson County, KS|2016|1,592     |1,494     |98     |6.2     
CN2020900000000|20|209|Wyandotte County, KS|2016|76,263     |71,894     |4,369     |5.7     
CN2100100000000|21|001|Adair County, KY|2016|6,738     |6,291     |447     |6.6     
CN2100300000000|21|003|Allen County, KY|2016|8,788     |8,419     |369     |4.2     
CN2100500000000|21|005|Anderson County, KY|2016|11,211     |10,766     |445     |4.0     
CN2100700000000|21|007|Ballard County, KY|2016|3,690     |3,373     |317     |8.6     
CN2100900000000|21|009|Barren County, KY|2016|18,885     |18,016     |869     |4.6     
CN2101100000000|21|011|Bath County, KY|2016|4,729     |4,387     |342     |7.2     
CN2101300000000|21|013|Bell County, KY|2016|8,661     |7,884     |777     |9.0     
CN2101500000000|21|015|Boone County, KY|2016|65,523     |63,043     |2,480     |3.8     
CN2101700000000|21|017|Bourbon County, KY|2016|9,826     |9,363     |463     |4.7     
CN2101900000000|21|019|Boyd County, KY|2016|18,117     |16,645     |1,472     |8.1     
CN2102100000000|21|021|Boyle County, KY|2016|12,157     |11,565     |592     |4.9     
CN2102300000000|21|023|Bracken County, KY|2016|3,722     |3,498     |224     |6.0     
CN2102500000000|21|025|Breathitt County, KY|2016|3,882     |3,519     |363     |9.4     
CN2102700000000|21|027|Breckinridge County, KY|2016|7,883     |7,411     |472     |6.0     
CN2102900000000|21|029|Bullitt County, KY|2016|39,731     |38,092     |1,639     |4.1     
CN2103100000000|21|031|Butler County, KY|2016|5,160     |4,885     |275     |5.3     
CN2103300000000|21|033|Caldwell County, KY|2016|5,397     |5,112     |285     |5.3     
CN2103500000000|21|035|Calloway County, KY|2016|18,431     |17,604     |827     |4.5     
CN2103700000000|21|037|Campbell County, KY|2016|47,693     |45,876     |1,817     |3.8     
CN2103900000000|21|039|Carlisle County, KY|2016|2,723     |2,561     |162     |5.9     
CN2104100000000|21|041|Carroll County, KY|2016|5,083     |4,831     |252     |5.0     
CN2104300000000|21|043|Carter County, KY|2016|10,066     |9,043     |1,023     |10.2     
CN2104500000000|21|045|Casey County, KY|2016|6,831     |6,517     |314     |4.6     
CN2104700000000|21|047|Christian County, KY|2016|24,725     |23,236     |1,489     |6.0     
CN2104900000000|21|049|Clark County, KY|2016|16,862     |16,065     |797     |4.7     
CN2105100000000|21|051|Clay County, KY|2016|5,635     |5,093     |542     |9.6     
CN2105300000000|21|053|Clinton County, KY|2016|3,732     |3,458     |274     |7.3     
CN2105500000000|21|055|Crittenden County, KY|2016|4,081     |3,877     |204     |5.0     
CN2105700000000|21|057|Cumberland County, KY|2016|2,900     |2,740     |160     |5.5     
CN2105900000000|21|059|Daviess County, KY|2016|45,469     |43,433     |2,036     |4.5     
CN2106100000000|21|061|Edmonson County, KY|2016|4,734     |4,444     |290     |6.1     
CN2106300000000|21|063|Elliott County, KY|2016|2,160     |1,925     |235     |10.9     
CN2106500000000|21|065|Estill County, KY|2016|5,312     |5,010     |302     |5.7     
CN2106700000000|21|067|Fayette County, KY|2016|168,079     |162,204     |5,875     |3.5     
CN2106900000000|21|069|Fleming County, KY|2016|6,035     |5,677     |358     |5.9     
CN2107100000000|21|071|Floyd County, KY|2016|11,684     |10,416     |1,268     |10.9     
CN2107300000000|21|073|Franklin County, KY|2016|24,023     |23,057     |966     |4.0     
CN2107500000000|21|075|Fulton County, KY|2016|2,067     |1,927     |140     |6.8     
CN2107700000000|21|077|Gallatin County, KY|2016|3,838     |3,654     |184     |4.8     
CN2107900000000|21|079|Garrard County, KY|2016|7,570     |7,212     |358     |4.7     
CN2108100000000|21|081|Grant County, KY|2016|11,056     |10,517     |539     |4.9     
CN2108300000000|21|083|Graves County, KY|2016|15,461     |14,537     |924     |6.0     
CN2108500000000|21|085|Grayson County, KY|2016|10,876     |10,175     |701     |6.4     
CN2108700000000|21|087|Green County, KY|2016|5,033     |4,813     |220     |4.4     
CN2108900000000|21|089|Greenup County, KY|2016|13,577     |12,403     |1,174     |8.6     
CN2109100000000|21|091|Hancock County, KY|2016|3,900     |3,689     |211     |5.4     
CN2109300000000|21|093|Hardin County, KY|2016|47,349     |45,265     |2,084     |4.4     
CN2109500000000|21|095|Harlan County, KY|2016|7,208     |6,334     |874     |12.1     
CN2109700000000|21|097|Harrison County, KY|2016|8,474     |8,085     |389     |4.6     
CN2109900000000|21|099|Hart County, KY|2016|7,942     |7,578     |364     |4.6     
CN2110100000000|21|101|Henderson County, KY|2016|21,180     |20,177     |1,003     |4.7     
CN2110300000000|21|103|Henry County, KY|2016|7,712     |7,399     |313     |4.1     
CN2110500000000|21|105|Hickman County, KY|2016|2,010     |1,898     |112     |5.6     
CN2110700000000|21|107|Hopkins County, KY|2016|20,017     |18,917     |1,100     |5.5     
CN2110900000000|21|109|Jackson County, KY|2016|4,262     |3,943     |319     |7.5     
CN2111100000000|21|111|Jefferson County, KY|2016|380,367     |363,746     |16,621     |4.4     
CN2111300000000|21|113|Jessamine County, KY|2016|25,279     |24,306     |973     |3.8     
CN2111500000000|21|115|Johnson County, KY|2016|7,360     |6,656     |704     |9.6     
CN2111700000000|21|117|Kenton County, KY|2016|83,093     |79,699     |3,394     |4.1     
CN2111900000000|21|119|Knott County, KY|2016|4,603     |4,086     |517     |11.2     
CN2112100000000|21|121|Knox County, KY|2016|9,816     |9,044     |772     |7.9     
CN2112300000000|21|123|Larue County, KY|2016|5,941     |5,675     |266     |4.5     
CN2112500000000|21|125|Laurel County, KY|2016|23,625     |22,189     |1,436     |6.1     
CN2112700000000|21|127|Lawrence County, KY|2016|5,140     |4,606     |534     |10.4     
CN2112900000000|21|129|Lee County, KY|2016|1,991     |1,807     |184     |9.2     
CN2113100000000|21|131|Leslie County, KY|2016|2,831     |2,462     |369     |13.0     
CN2113300000000|21|133|Letcher County, KY|2016|6,562     |5,782     |780     |11.9     
CN2113500000000|21|135|Lewis County, KY|2016|4,970     |4,514     |456     |9.2     
CN2113700000000|21|137|Lincoln County, KY|2016|9,126     |8,583     |543     |6.0     
CN2113900000000|21|139|Livingston County, KY|2016|3,692     |3,433     |259     |7.0     
CN2114100000000|21|141|Logan County, KY|2016|11,829     |11,327     |502     |4.2     
CN2114300000000|21|143|Lyon County, KY|2016|3,039     |2,868     |171     |5.6     
CN2114500000000|21|145|McCracken County, KY|2016|28,851     |27,219     |1,632     |5.7     
CN2114700000000|21|147|McCreary County, KY|2016|4,748     |4,382     |366     |7.7     
CN2114900000000|21|149|McLean County, KY|2016|4,253     |4,049     |204     |4.8     
CN2115100000000|21|151|Madison County, KY|2016|44,105     |42,297     |1,808     |4.1     
CN2115300000000|21|153|Magoffin County, KY|2016|3,237     |2,629     |608     |18.8     
CN2115500000000|21|155|Marion County, KY|2016|9,486     |9,096     |390     |4.1     
CN2115700000000|21|157|Marshall County, KY|2016|14,843     |14,006     |837     |5.6     
CN2115900000000|21|159|Martin County, KY|2016|3,094     |2,780     |314     |10.1     
CN2116100000000|21|161|Mason County, KY|2016|7,216     |6,774     |442     |6.1     
CN2116300000000|21|163|Meade County, KY|2016|11,982     |11,378     |604     |5.0     
CN2116500000000|21|165|Menifee County, KY|2016|2,383     |2,182     |201     |8.4     
CN2116700000000|21|167|Mercer County, KY|2016|9,910     |9,443     |467     |4.7     
CN2116900000000|21|169|Metcalfe County, KY|2016|4,106     |3,923     |183     |4.5     
CN2117100000000|21|171|Monroe County, KY|2016|4,699     |4,509     |190     |4.0     
CN2117300000000|21|173|Montgomery County, KY|2016|11,832     |11,092     |740     |6.3     
CN2117500000000|21|175|Morgan County, KY|2016|4,518     |4,167     |351     |7.8     
CN2117700000000|21|177|Muhlenberg County, KY|2016|11,581     |10,770     |811     |7.0     
CN2117900000000|21|179|Nelson County, KY|2016|21,541     |20,581     |960     |4.5     
CN2118100000000|21|181|Nicholas County, KY|2016|3,337     |3,157     |180     |5.4     
CN2118300000000|21|183|Ohio County, KY|2016|9,489     |8,872     |617     |6.5     
CN2118500000000|21|185|Oldham County, KY|2016|31,146     |30,092     |1,054     |3.4     
CN2118700000000|21|187|Owen County, KY|2016|5,595     |5,365     |230     |4.1     
CN2118900000000|21|189|Owsley County, KY|2016|1,133     |1,026     |107     |9.4     
CN2119100000000|21|191|Pendleton County, KY|2016|6,649     |6,328     |321     |4.8     
CN2119300000000|21|193|Perry County, KY|2016|8,629     |7,721     |908     |10.5     
CN2119500000000|21|195|Pike County, KY|2016|19,989     |17,834     |2,155     |10.8     
CN2119700000000|21|197|Powell County, KY|2016|4,947     |4,601     |346     |7.0     
CN2119900000000|21|199|Pulaski County, KY|2016|25,367     |24,019     |1,348     |5.3     
CN2120100000000|21|201|Robertson County, KY|2016|810     |762     |48     |5.9     
CN2120300000000|21|203|Rockcastle County, KY|2016|6,692     |6,295     |397     |5.9     
CN2120500000000|21|205|Rowan County, KY|2016|10,657     |10,069     |588     |5.5     
CN2120700000000|21|207|Russell County, KY|2016|6,072     |5,569     |503     |8.3     
CN2120900000000|21|209|Scott County, KY|2016|26,986     |25,975     |1,011     |3.7     
CN2121100000000|21|211|Shelby County, KY|2016|23,071     |22,254     |817     |3.5     
CN2121300000000|21|213|Simpson County, KY|2016|8,316     |7,951     |365     |4.4     
CN2121500000000|21|215|Spencer County, KY|2016|9,321     |8,968     |353     |3.8     
CN2121700000000|21|217|Taylor County, KY|2016|11,571     |10,980     |591     |5.1     
CN2121900000000|21|219|Todd County, KY|2016|5,493     |5,261     |232     |4.2     
CN2122100000000|21|221|Trigg County, KY|2016|5,698     |5,380     |318     |5.6     
CN2122300000000|21|223|Trimble County, KY|2016|3,878     |3,671     |207     |5.3     
CN2122500000000|21|225|Union County, KY|2016|6,177     |5,765     |412     |6.7     
CN2122700000000|21|227|Warren County, KY|2016|60,328     |58,002     |2,326     |3.9     
CN2122900000000|21|229|Washington County, KY|2016|6,161     |5,909     |252     |4.1     
CN2123100000000|21|231|Wayne County, KY|2016|7,480     |6,936     |544     |7.3     
CN2123300000000|21|233|Webster County, KY|2016|5,811     |5,471     |340     |5.9     
CN2123500000000|21|235|Whitley County, KY|2016|13,241     |12,382     |859     |6.5     
CN2123700000000|21|237|Wolfe County, KY|2016|1,960     |1,769     |191     |9.7     
CN2123900000000|21|239|Woodford County, KY|2016|14,438     |13,977     |461     |3.2     
CN2200100000000|22|001|Acadia Parish, LA|2016|24,484     |22,667     |1,817     |7.4     
CN2200300000000|22|003|Allen Parish, LA|2016|8,909     |8,338     |571     |6.4     
CN2200500000000|22|005|Ascension Parish, LA|2016|61,331     |58,326     |3,005     |4.9     
CN2200700000000|22|007|Assumption Parish, LA|2016|9,184     |8,405     |779     |8.5     
CN2200900000000|22|009|Avoyelles Parish, LA|2016|15,720     |14,610     |1,110     |7.1     
CN2201100000000|22|011|Beauregard Parish, LA|2016|15,045     |14,139     |906     |6.0     
CN2201300000000|22|013|Bienville Parish, LA|2016|5,675     |5,238     |437     |7.7     
CN2201500000000|22|015|Bossier Parish, LA|2016|56,987     |53,937     |3,050     |5.4     
CN2201700000000|22|017|Caddo Parish, LA|2016|107,764     |100,630     |7,134     |6.6     
CN2201900000000|22|019|Calcasieu Parish, LA|2016|102,869     |97,960     |4,909     |4.8     
CN2202100000000|22|021|Caldwell Parish, LA|2016|3,989     |3,685     |304     |7.6     
CN2202300000000|22|023|Cameron Parish, LA|2016|3,816     |3,648     |168     |4.4     
CN2202500000000|22|025|Catahoula Parish, LA|2016|3,441     |3,120     |321     |9.3     
CN2202700000000|22|027|Claiborne Parish, LA|2016|5,989     |5,585     |404     |6.7     
CN2202900000000|22|029|Concordia Parish, LA|2016|7,268     |6,662     |606     |8.3     
CN2203100000000|22|031|De Soto Parish, LA|2016|10,815     |10,015     |800     |7.4     
CN2203300000000|22|033|East Baton Rouge Parish, LA|2016|233,578     |221,566     |12,012     |5.1     
CN2203500000000|22|035|East Carroll Parish, LA|2016|2,150     |1,898     |252     |11.7     
CN2203700000000|22|037|East Feliciana Parish, LA|2016|8,160     |7,694     |466     |5.7     
CN2203900000000|22|039|Evangeline Parish, LA|2016|12,688     |11,743     |945     |7.4     
CN2204100000000|22|041|Franklin Parish, LA|2016|7,292     |6,626     |666     |9.1     
CN2204300000000|22|043|Grant Parish, LA|2016|8,379     |7,793     |586     |7.0     
CN2204500000000|22|045|Iberia Parish, LA|2016|30,436     |27,586     |2,850     |9.4     
CN2204700000000|22|047|Iberville Parish, LA|2016|14,278     |13,304     |974     |6.8     
CN2204900000000|22|049|Jackson Parish, LA|2016|7,029     |6,629     |400     |5.7     
CN2205100000000|22|051|Jefferson Parish, LA|2016|217,426     |205,922     |11,504     |5.3     
CN2205300000000|22|053|Jefferson Davis Parish, LA|2016|13,578     |12,758     |820     |6.0     
CN2205500000000|22|055|Lafayette Parish, LA|2016|113,761     |106,731     |7,030     |6.2     
CN2205700000000|22|057|Lafourche Parish, LA|2016|43,241     |40,507     |2,734     |6.3     
CN2205900000000|22|059|LaSalle Parish, LA|2016|6,259     |5,844     |415     |6.6     
CN2206100000000|22|061|Lincoln Parish, LA|2016|20,576     |19,234     |1,342     |6.5     
CN2206300000000|22|063|Livingston Parish, LA|2016|67,999     |64,551     |3,448     |5.1     
CN2206500000000|22|065|Madison Parish, LA|2016|3,820     |3,476     |344     |9.0     
CN2206700000000|22|067|Morehouse Parish, LA|2016|10,635     |9,597     |1,038     |9.8     
CN2206900000000|22|069|Natchitoches Parish, LA|2016|16,083     |14,955     |1,128     |7.0     
CN2207100000000|22|071|Orleans Parish, LA|2016|179,967     |169,402     |10,565     |5.9     
CN2207300000000|22|073|Ouachita Parish, LA|2016|71,851     |67,480     |4,371     |6.1     
CN2207500000000|22|075|Plaquemines Parish, LA|2016|10,245     |9,698     |547     |5.3     
CN2207700000000|22|077|Pointe Coupee Parish, LA|2016|10,065     |9,415     |650     |6.5     
CN2207900000000|22|079|Rapides Parish, LA|2016|57,569     |54,029     |3,540     |6.1     
CN2208100000000|22|081|Red River Parish, LA|2016|3,800     |3,567     |233     |6.1     
CN2208300000000|22|083|Richland Parish, LA|2016|8,439     |7,815     |624     |7.4     
CN2208500000000|22|085|Sabine Parish, LA|2016|9,171     |8,536     |635     |6.9     
CN2208700000000|22|087|St. Bernard Parish, LA|2016|19,522     |18,331     |1,191     |6.1     
CN2208900000000|22|089|St. Charles Parish, LA|2016|25,389     |24,041     |1,348     |5.3     
CN2209100000000|22|091|St. Helena Parish, LA|2016|4,442     |4,103     |339     |7.6     
CN2209300000000|22|093|St. James Parish, LA|2016|9,657     |8,934     |723     |7.5     
CN2209500000000|22|095|St. John the Baptist Parish, LA|2016|20,144     |18,772     |1,372     |6.8     
CN2209700000000|22|097|St. Landry Parish, LA|2016|32,748     |30,095     |2,653     |8.1     
CN2209900000000|22|099|St. Martin Parish, LA|2016|22,895     |21,109     |1,786     |7.8     
CN2210100000000|22|101|St. Mary Parish, LA|2016|22,138     |20,053     |2,085     |9.4     
CN2210300000000|22|103|St. Tammany Parish, LA|2016|116,448     |110,624     |5,824     |5.0     
CN2210500000000|22|105|Tangipahoa Parish, LA|2016|54,225     |50,580     |3,645     |6.7     
CN2210700000000|22|107|Tensas Parish, LA|2016|1,643     |1,481     |162     |9.9     
CN2210900000000|22|109|Terrebonne Parish, LA|2016|49,199     |45,759     |3,440     |7.0     
CN2211100000000|22|111|Union Parish, LA|2016|9,283     |8,679     |604     |6.5     
CN2211300000000|22|113|Vermilion Parish, LA|2016|24,573     |22,693     |1,880     |7.7     
CN2211500000000|22|115|Vernon Parish, LA|2016|16,996     |15,763     |1,233     |7.3     
CN2211700000000|22|117|Washington Parish, LA|2016|16,986     |15,794     |1,192     |7.0     
CN2211900000000|22|119|Webster Parish, LA|2016|15,269     |13,960     |1,309     |8.6     
CN2212100000000|22|121|West Baton Rouge Parish, LA|2016|13,178     |12,474     |704     |5.3     
CN2212300000000|22|123|West Carroll Parish, LA|2016|4,145     |3,651     |494     |11.9     
CN2212500000000|22|125|West Feliciana Parish, LA|2016|5,375     |5,100     |275     |5.1     
CN2212700000000|22|127|Winn Parish, LA|2016|5,210     |4,804     |406     |7.8     
CN2300100000000|23|001|Androscoggin County, ME|2016|55,377     |53,384     |1,993     |3.6     
CN2300300000000|23|003|Aroostook County, ME|2016|31,576     |29,772     |1,804     |5.7     
CN2300500000000|23|005|Cumberland County, ME|2016|160,736     |156,050     |4,686     |2.9     
CN2300700000000|23|007|Franklin County, ME|2016|14,485     |13,847     |638     |4.4     
CN2300900000000|23|009|Hancock County, ME|2016|29,190     |27,819     |1,371     |4.7     
CN2301100000000|23|011|Kennebec County, ME|2016|62,284     |60,026     |2,258     |3.6     
CN2301300000000|23|013|Knox County, ME|2016|20,691     |19,950     |741     |3.6     
CN2301500000000|23|015|Lincoln County, ME|2016|17,010     |16,365     |645     |3.8     
CN2301700000000|23|017|Oxford County, ME|2016|26,597     |25,331     |1,266     |4.8     
CN2301900000000|23|019|Penobscot County, ME|2016|76,955     |73,593     |3,362     |4.4     
CN2302100000000|23|021|Piscataquis County, ME|2016|7,511     |7,104     |407     |5.4     
CN2302300000000|23|023|Sagadahoc County, ME|2016|19,206     |18,629     |577     |3.0     
CN2302500000000|23|025|Somerset County, ME|2016|23,574     |22,201     |1,373     |5.8     
CN2302700000000|23|027|Waldo County, ME|2016|20,742     |19,869     |873     |4.2     
CN2302900000000|23|029|Washington County, ME|2016|14,123     |13,248     |875     |6.2     
CN2303100000000|23|031|York County, ME|2016|110,567     |106,821     |3,746     |3.4     
CN2400100000000|24|001|Allegany County, MD|2016|32,427     |30,464     |1,963     |6.1     
CN2400300000000|24|003|Anne Arundel County, MD|2016|303,850     |292,682     |11,168     |3.7     
CN2400500000000|24|005|Baltimore County, MD|2016|448,934     |428,795     |20,139     |4.5     
CN2400900000000|24|009|Calvert County, MD|2016|47,809     |45,983     |1,826     |3.8     
CN2401100000000|24|011|Caroline County, MD|2016|17,629     |16,809     |820     |4.7     
CN2401300000000|24|013|Carroll County, MD|2016|93,859     |90,567     |3,292     |3.5     
CN2401500000000|24|015|Cecil County, MD|2016|52,581     |49,918     |2,663     |5.1     
CN2401700000000|24|017|Charles County, MD|2016|81,960     |78,513     |3,447     |4.2     
CN2401900000000|24|019|Dorchester County, MD|2016|15,870     |14,914     |956     |6.0     
CN2402100000000|24|021|Frederick County, MD|2016|129,440     |124,587     |4,853     |3.7     
CN2402300000000|24|023|Garrett County, MD|2016|15,533     |14,678     |855     |5.5     
CN2402500000000|24|025|Harford County, MD|2016|137,089     |131,499     |5,590     |4.1     
CN2402700000000|24|027|Howard County, MD|2016|178,637     |172,946     |5,691     |3.2     
CN2402900000000|24|029|Kent County, MD|2016|10,308     |9,824     |484     |4.7     
CN2403100000000|24|031|Montgomery County, MD|2016|551,392     |533,201     |18,191     |3.3     
CN2403300000000|24|033|Prince George's County, MD|2016|494,517     |472,880     |21,637     |4.4     
CN2403500000000|24|035|Queen Anne's County, MD|2016|26,788     |25,780     |1,008     |3.8     
CN2403700000000|24|037|St. Mary's County, MD|2016|54,683     |52,440     |2,243     |4.1     
CN2403900000000|24|039|Somerset County, MD|2016|9,234     |8,586     |648     |7.0     
CN2404100000000|24|041|Talbot County, MD|2016|19,494     |18,698     |796     |4.1     
CN2404300000000|24|043|Washington County, MD|2016|76,939     |73,189     |3,750     |4.9     
CN2404500000000|24|045|Wicomico County, MD|2016|50,653     |47,621     |3,032     |6.0     
